firm,date,sentence,aspect,score,method,speaker,sector
Infosys,2024-07-23,"It is one-off in the revenue, and therefore, most of that has flown into margin directly.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"It is one-off in the revenue, and therefore, most of that has flown into margin directly.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"My second question was, Salil, for hyperscalers, we are seeing the growth is accelerating and also the AI demand especially for some of the chip makers such as NVIDIA has been quite strong.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"My second question was, Salil, for hyperscalers, we are seeing the growth is accelerating and also the AI demand especially for some of the chip makers such as NVIDIA has been quite strong.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, it does not seem like the discretionary demand is entirely missing in the market.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, is there a transformation in the underlying business mix which is happening where possibly discretionary demand for now at least is moving towards platform and hardware makers",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,The shift in Financial Services in the U.S. shows that some of that type of demand is coming now.,demand,1.0,keyword,management,it_services
Infosys,2024-07-23,The shift in Financial Services in the U.S. shows that some of that type of demand is coming now.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"We will wait and see across all the industries, whether it is what you are describing, or whether tech services project discretionary work also comes back or whether there will be transformation programs in tech which will also come.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,External Document © 2024 Infosys Limited 12 We are definitely seeing more and more discussions in enterprises on Generative AI programs.,ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"So again, it is just this year, one quarter, what we saw was that in Financial Services U.S. some of that discretionary work is there.",geography_vertical,1.0,keyword,analyst,it_services
Infosys,2024-07-23,"I just wanted your thoughts on, one, the Financial Services space.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"Of course, it is early signs, so we do not know how sustainable at this point in time it is going to remain, but the fact that we saw volume growth after many quarters, we saw strong growth in our Financial Services after again six-odd quarters.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"Of course, it is early signs, so we do not know how sustainable at this point in time it is going to remain, but the fact that we saw volume growth after many quarters, we saw strong growth in our Financial Services after again six-odd quarters.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"We are seeing large deals, both the ones that we have signed and the ones there in the pipeline.",pipeline,1.0,keyword,management,it_services
Infosys,2024-07-23,So one of your smaller peers characterized it as Financial Services who have sort of stalled multiple projects in the past and having not spent for almost six quarters having to make those spend because that is causing problems and thereby that is seeing a pickup with short-cycle projects on those deals.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"And lastly on the guidance, I think if we include the acquisition and normalize the earlier guidance for the acquisition, I think the earlier guidance would have been in the 2% to 4% range.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, Nitin, there we do not really break up the guidance into what is organic and what is for a specific acquisition that we have done.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"Having said that, if you look at our filings, the in-tech revenue for last year was €170 mn and we have just closed it.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,So we will only get part of that revenue.,revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"So you can do a back of the envelope calculation and the rest of it is going to be all the factors that Salil talked about, the Q1 performance including large deal wins, the volume and U.S. Financial Services while the discretionary still continues to remain challenging.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"So you can do a back of the envelope calculation and the rest of it is going to be all the factors that Salil talked about, the Q1 performance including large deal wins, the volume and U.S. Financial Services while the discretionary still continues to remain challenging.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"So you can do a back of the envelope calculation and the rest of it is going to be all the factors that Salil talked about, the Q1 performance including large deal wins, the volume and U.S. Financial Services while the discretionary still continues to remain challenging.",large_deals,1.0,keyword,management,it_services
Infosys,2024-07-23,One is we have seen that almost all verticals have done really well for us this quarter but for the Retail sector.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"I think Retail sector is something which is like in the almost entire industry, of your peers also, have kind of spoken about it.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,so we know that because the macro-overhang is on most of the BFSI companies and all.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,At this point of time any specific thing that you think would be a trigger apart from let us say - I mean of course the interest rate that you mentioned that could possibly see these companies reverting their spend or difficult to call out that,pricing,1.0,keyword,management,it_services
Infosys,2024-07-23,"So Retail typically has higher exposure to discretionary as well, right, and that is going to be linked to the macro environment largely, Vibhor.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"If you look at this quarter also, we have won eight large deals in Retail as well, but the discretionary spending has to come back.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,Any change in that outlook given the deal win in this quarter has been quite strong?,guidance,1.0,keyword,analyst,it_services
Infosys,2024-07-23,Any change in that outlook given the deal win in this quarter has been quite strong?,large_deals,1.0,keyword,analyst,it_services
Infosys,2024-07-23,"So if those were to slightly ramp up in the second half, would it be correct to say that maybe we can expect second half to be slightly better than what we",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"Of course, the fact that we have increased guidance is also a proof that we are seeing the three quarters better than what we envisaged earlier.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"On revenue, it looks like it has surprised you positively which is why you have raised the guidance.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"On revenue, it looks like it has surprised you positively which is why you have raised the guidance.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,We have then seen that change in the Financial Services in the U.S. which has given us more positive outcome External Document © 2024 Infosys Limited 16 for the quarter.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,Then some of the work that we are doing in terms of working with our clients on value and pricing has also translated overall into the mix for our revenue.,revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,Then some of the work that we are doing in terms of working with our clients on value and pricing has also translated overall into the mix for our revenue.,pricing,1.0,keyword,management,it_services
Infosys,2024-07-23,"And then the way we saw the outlook, as we did some of the large deals in this quarter which was a good outcome, and that gives us a little bit more visibility into the year.",guidance,2.0,keyword,management,it_services
Infosys,2024-07-23,"Any reason to believe that this momentum could decelerate in the near term, any data point to suggest that or as of now you would expect the momentum to continue from a near-term",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"And with that we have created the outlook for the year, but we did not take into account any other trigger beyond what I just shared.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"What would be the incremental levers for margins from here on, utilization is near peak, subcon has already stabilized.",headcount,1.0,keyword,management,it_services
Infosys,2024-07-23,"Value-based selling we have seen -- as we talked earlier, we have seen improvement in realization.",pricing,1.0,keyword,management,it_services
Infosys,2024-07-23,"We did talk about hiring some freshers as we go through the year so that would help in getting some better role ratios or better role mixes, etc., nearshoring, lean automation.",attrition,1.0,keyword,management,it_services
Infosys,2024-07-23,"We did talk about hiring some freshers as we go through the year so that would help in getting some better role ratios or better role mixes, etc., nearshoring, lean automation.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,First question I had is on Generative AI.,ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"On delivery and Generative AI, so what we have done, we have taken all of our service lines and start to put in place the impact of Generative AI and broadly AI into this.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"But there are very few clients within their own data sets, which have large consistent tech landscape, which can give the full benefit of Generative AI right away.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,Many clients also need that data infrastructure to be put in place where sometimes that is not in place today between structured and unstructured data.,capex,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, the work actually starts with building a data program when they are able to spend that on a data program and then to have the cloud capability in place so that part of the data, part of the apps is on the cloud for the client.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,"So the discussion is typically on here the roadmap for Generative AI in an enterprise, given the landscape of tech.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"And here are the first steps, data and cloud.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,I think you cited 40 bps quarter-over-quarter op margin benefit and a similar revenue impact.,revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,I think you cited 40 bps quarter-over-quarter op margin benefit and a similar revenue impact.,margin,1.0,keyword,management,it_services
Infosys,2024-07-23,Jayesh Sanghrajka That was not expected on prior guidance.,guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, what we see today is this change in the U.S. Financial Services.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,The way we have constructed our outlook is we are assuming that that will be the way it will progress.,guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,We have also not assumed that this will move to some other geography in Financial Services.,geography_vertical,2.0,keyword,management,it_services
Infosys,2024-07-23,"So we do not know, but that is what the assumption is into our guidance.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"All the client discussions seem to External Document © 2024 Infosys Limited 19 indicate that U.S. Financial Services, we will have this sort of a traction, but that is the way we built our outlook.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"All the client discussions seem to External Document © 2024 Infosys Limited 19 indicate that U.S. Financial Services, we will have this sort of a traction, but that is the way we built our outlook.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"And then in terms of Europe, it has been an important source of growth for the",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"On Europe, so what we are seeing is different things in different places.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,And we have seen some good expansion of our large deal programs.,capex,1.0,keyword,management,it_services
Infosys,2024-07-23,And we have seen some good expansion of our large deal programs.,large_deals,1.0,keyword,management,it_services
Infosys,2024-07-23,We have seen some of that in Continental Europe broadly.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"If you look at some of the large deals across Telco, we have seen that a different type of a positive traction in Germany where we are seeing some of our local Europe competitors are having more constraints and where we are benefiting from those constraints as we are expanding.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"So firstly, I wanted to check in your previous guidance of 1% to 3%",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,So maybe in-tech acquisition now being closed and the 50-basis point impact on revenue in,revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"Again, as I said we do not break out our guidance between the in-tech and non-in- tech from that perspective.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"But if you look at the numbers that we printed, when we announced the acquisition of in-tech, revenue was around €170 mn.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"And there are other factors, our Q1 performance, volume, Financial Services growth, offset by the continuing softness in the discretionary part of the business.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"And there are other factors, our Q1 performance, volume, Financial Services growth, offset by the continuing softness in the discretionary part of the business.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"And secondly, I wanted to check your cost line item, the third-party items you bought for service delivery is significantly down this quarter, almost 1 percentage point of your revenue and are also down on an absolute level.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"And secondly, I wanted to check your cost line item, the third-party items you bought for service delivery is significantly down this quarter, almost 1 percentage point of your revenue and are also down on an absolute level.",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"So there Sumeet, as we have said earlier as well, the third-party hardware/software cost is an integral part of many of the large deals where we take over turnkey projects from the clients, including technology landscape out there.",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"And lastly just on the India business, can you give us a sense what kind of project it was because it is a pretty sharp jump we have seen this quarter.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"It is 50 bps on revenue, Kawal, which is impacting 40 bps on margins.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,I guess the cycle of wage revision was changed last year.,cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"Do we get back into wage revision cycle, which is a lot more normalized, which is, let us say, starting",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"So if you recall, Kawal, last year, we did our wage revisions effective November.",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"We are evaluating, considering all the factors that we always consider including the inflation, including when was the last wage revision taken, the environment, the macro environment as well as the peer practice.",cost,2.0,keyword,management,it_services
Infosys,2024-07-23,"Having said that, as I called out in our margin walk also, we have increased our variable pay during the quarter versus last year as well as last quarter.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,Both of you have articulated the fact that you want the profitability to improve in the medium term.,margin,1.0,keyword,management,it_services
Infosys,2024-07-23,Both of you have articulated the fact that you want the profitability to improve in the medium term.,guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,And then there are a number of structural levers that will be utilized to drive that expansion.,capex,1.0,keyword,management,it_services
Infosys,2024-07-23,What kind of an environment and what kind of levers does one need to see to gain that directional comfort of profitability improvement from,margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"So Kawal, if you look at our margin walks across the last three, four quarters since we launched the Project Maximus, you would see consistently the contribution from the Project Maximus across various pillars from L&A, Lean and Automation, from value-based selling, on the pyramid, etc. things like that.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"So Kawal, if you look at our margin walks across the last three, four quarters since we launched the Project Maximus, you would see consistently the contribution from the Project Maximus across various pillars from L&A, Lean and Automation, from value-based selling, on the pyramid, etc. things like that.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"So Kawal, if you look at our margin walks across the last three, four quarters since we launched the Project Maximus, you would see consistently the contribution from the Project Maximus across various pillars from L&A, Lean and Automation, from value-based selling, on the pyramid, etc. things like that.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,A lot of moving parts here on the margin side.,margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, Jonathan, on margin one of the headwinds would be comp decision as and when we take.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"That also impacts both pricing to some extent and margin, therefore.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"That also impacts both pricing to some extent and margin, therefore.",pricing,1.0,keyword,management,it_services
Infosys,2024-07-23,"Outside of that, our margins are going to be dependent on our acceleration on Project Maximus as well as the revenue and volume growth, which helps us flattening our pyramid and therefore, benefit from the pyramid.",revenue,1.0,keyword,management,it_services
Infosys,2024-07-23,"Outside of that, our margins are going to be dependent on our acceleration on Project Maximus as well as the revenue and volume growth, which helps us flattening our pyramid and therefore, benefit from the pyramid.",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"Outside of that, our margins are going to be dependent on our acceleration on Project Maximus as well as the revenue and volume growth, which helps us flattening our pyramid and therefore, benefit from the pyramid.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"And second, can you help us think through what is contemplated in your outlook, both at the low and at the high end as it relates to vertical performance based on expected",guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,"And second, can you help us think through what is contemplated in your outlook, both at the low and at the high end as it relates to vertical performance based on expected",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"So there, Jonathan, it is very difficult to call out which vertical performance will end up to low end and high end of our range.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,I think we have done various models internally to get to the margin band.,margin,1.0,keyword,management,it_services
Infosys,2024-07-23,We have always maintained that our H1 is going to be better than the H2 and that the guidance bakes in on that.,guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,So all of that put together makes up for a guidance of 3% to 4%.,guidance,1.0,keyword,management,it_services
Infosys,2024-07-23,Do you think this is much more broad-based that the other vendors who have U.S. Financial Services,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"We can see that some of that benefit on Financial Services, in cards, in payments.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,"We do feel we have a very strong set of capabilities from digital, cloud, Generative AI, cost and efficiency.",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"We do feel we have a very strong set of capabilities from digital, cloud, Generative AI, cost and efficiency.",ai_adoption,4.0,keyword,management,it_services
Infosys,2024-07-23,"Salil, you mentioned that interest rates are one factor which would probably be driving demand.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,Are they looking at a certain level of Fed funds rate before they kind of start spending in a much bigger,pricing,1.0,keyword,management,it_services
Infosys,2024-07-23,We are typically seeing the large digital program.,ai_adoption,1.0,keyword,management,it_services
Infosys,2024-07-23,"The last program even now with Generative AI, clients are still not ready to launch on them.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"We are delighted with the strong first quarter growth, margin, cash, large deals, volume.",margin,1.0,keyword,management,it_services
Infosys,2024-07-23,"We are delighted with the strong first quarter growth, margin, cash, large deals, volume.",demand,1.0,keyword,management,it_services
Infosys,2024-07-23,"So, the change in guidance gives a sense of what we see in the outlook, 3% to 4% growth.",guidance,2.0,keyword,management,it_services
Infosys,2024-07-23,Good to see Financial Services in the U.S. have that change.,geography_vertical,1.0,keyword,management,it_services
Infosys,2024-07-23,We feel extremely strong in what we are building in Generative AI.,ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"And we believe we are well positioned really as a company, where we are benefiting from a variety of areas, whether it is in digital, whether it is in cloud, whether it is in technology transformation or cost efficiency.",cost,1.0,keyword,management,it_services
Infosys,2024-07-23,"And we believe we are well positioned really as a company, where we are benefiting from a variety of areas, whether it is in digital, whether it is in cloud, whether it is in technology transformation or cost efficiency.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-07-23,"So, thank you again for joining us and catch up at the next quarter call.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"For the Financial Year '24, our revenue growth was at 1.4% in constant currency terms.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,Our operating margin for the full year was 20.7%.,margin,2.0,keyword,management,it_services
Infosys,2024-04-23,Our operating margin for the full year was 20.7%.,guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,This is the highest ever large deal value in a financial year for us.,large_deals,1.0,keyword,management,it_services
Infosys,2024-04-23,"For Q4, our year-on-year revenue growth was flat in constant currency and declined by 2.2% QoQ.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,We are seeing excellent traction with our clients for Generative AI work.,ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,"We are working on projects across software engineering, process optimization, customer support, advisory services, and sales and marketing.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"As an example, in software development, we have generated over 3 mn lines of code, using one of the Generative AI large language models in the public domain.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,"We have put Generative AI in our services, and developed playbooks for each of our offerings.",ai_adoption,2.0,keyword,management,it_services
Infosys,2024-04-23,We are committed to ethical and responsible use of artificial intelligence.,ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"We became the first IT services company, globally, to achieve the ISO 42001:2023 certification, testifying to our commitment to excellence in AI management.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,All of this work in AI is part of our Topaz offering and capability.,ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,We continue to focus on our margin program.,margin,1.0,keyword,management,it_services
Infosys,2024-04-23,"As we look at the start of FY25, we see the discretionary spending and digital transformation work at the same level.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,We see the focus on cost efficiency and consolidation continuing.,cost,1.0,keyword,management,it_services
Infosys,2024-04-23,"With that, our revenue growth guidance for the FY25 is growth of 1% to 3% in constant currency terms.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"With that, our revenue growth guidance for the FY25 is growth of 1% to 3% in constant currency terms.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"First, just on your revenue guidance, on the lower end, you have actually lowered the guidance compared to the previous year, now at 1% to 3%.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"First, just on your revenue guidance, on the lower end, you have actually lowered the guidance compared to the previous year, now at 1% to 3%.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"Also, I think now for the fifth quarter in a row, the headcount has",headcount,1.0,keyword,analyst,it_services
Infosys,2024-04-23,"And under your project Maximus, you have been working on expansion of your margins, yet we are seeing in terms of guidance a similar range as the previous year.",guidance,2.0,keyword,management,it_services
Infosys,2024-04-23,"And under your project Maximus, you have been working on expansion of your margins, yet we are seeing in terms of guidance a similar range as the previous year.",capex,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the revenue, what we are seeing is the environment, in terms of discretionary and digital work, is similar to what we have ended in this year.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the revenue, what we are seeing is the environment, in terms of discretionary and digital work, is similar to what we have ended in this year.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"Keeping that in mind, our growth guidance for next year is, as a band, higher than where we finished for this year.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"As we go into the industries, we see, for example, financial services to see a better outlook in the next year compared to the past year.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"As we go into the industries, we see, for example, financial services to see a better outlook in the next year compared to the past year.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"We see, for example, manufacturing, while it will still grow next year, will have a slightly lower or slower growth than this year.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, there are some puts and takes in terms of different industries, and given the outlook with discretionary spend and digital work remaining same, and more focus on cost efficiency and consolidation, we have created that revenue growth guidance.",revenue,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, there are some puts and takes in terms of different industries, and given the outlook with discretionary spend and digital work remaining same, and more focus on cost efficiency and consolidation, we have created that revenue growth guidance.",guidance,2.0,keyword,management,it_services
Infosys,2024-04-23,"So, there are some puts and takes in terms of different industries, and given the outlook with discretionary spend and digital work remaining same, and more focus on cost efficiency and consolidation, we have created that revenue growth guidance.",cost,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, there are some puts and takes in terms of different industries, and given the outlook with discretionary spend and digital work remaining same, and more focus on cost efficiency and consolidation, we have created that revenue growth guidance.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"Yes, so on the net headcount increases, if you look at it, when we started the year, we were at 77% utilization, including trainees.",headcount,2.0,keyword,management,it_services
Infosys,2024-04-23,"Our utilization has now gone up to 82%, including trainees, 83.5% excluding trainees.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,Our attrition has also come down significantly.,cost,1.0,keyword,management,it_services
Infosys,2024-04-23,Our attrition has also come down significantly.,attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,So that is the reason why you see a net headcount reduction.,headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"As we go forward, we always plan looking at what we are exiting in terms of utilization.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"We are still at 82% - 83% utilization, depending on whether you are looking at it including or excluding trainees.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,So that still gives us some headroom because we have always said 85% is achievable utilization.,headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"We look into guidance that we give, so that we bake in that.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,Attrition still remains very contained at 12.6%.,cost,1.0,keyword,management,it_services
Infosys,2024-04-23,Attrition still remains very contained at 12.6%.,attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,And we also have changed in the last few years our hiring model significantly.,attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, we will look at hiring as the year goes through.",attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,"The question, sorry, on what the deal pipeline is looking like.",pipeline,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, the deal pipeline, again, remains good.",pipeline,1.0,keyword,management,it_services
Infosys,2024-04-23,"The deals are more on cost and efficiency, and consolidation.",cost,1.0,keyword,management,it_services
Infosys,2024-04-23,That is the theme in our large deals pipeline.,pipeline,1.0,keyword,management,it_services
Infosys,2024-04-23,"Also, the guidance, I think it is going to disappoint analysts because a lot of brokerages were expecting between 2% to 6%.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"At least the TCS management said that one of the levers that they hope to use is pricing because they see some opportunities there, because there has not been a price hike in a while.",pricing,1.0,keyword,management,it_services
Infosys,2024-04-23,And this is also the first time your headcount has declined on a full year basis in at least 20 years.,guidance,1.0,keyword,analyst,it_services
Infosys,2024-04-23,And this is also the first time your headcount has declined on a full year basis in at least 20 years.,headcount,1.0,keyword,analyst,it_services
Infosys,2024-04-23,"So, what can we expect with respect to fresher hiring in FY25?",guidance,1.0,keyword,analyst,it_services
Infosys,2024-04-23,"So, what can we expect with respect to fresher hiring in FY25?",attrition,2.0,keyword,analyst,it_services
Infosys,2024-04-23,"So, what can we expect with respect to fresher hiring in FY25?",headcount,1.0,keyword,analyst,it_services
Infosys,2024-04-23,Salil Parekh Let me start off on the guidance with the large deal wins.,guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,Salil Parekh Let me start off on the guidance with the large deal wins.,large_deals,1.0,keyword,management,it_services
Infosys,2024-04-23,"There what we have seen is, there has been a good traction with the cost and efficiency and the consolidation nature of large deals.",cost,1.0,keyword,management,it_services
Infosys,2024-04-23,Whereas we see that digital programs or some discretionary work is still not as visible within the work we are seeing.,ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, when we combine those two trends or those two views, we get the guidance that we have come with, which is the guidance as we start the year of 1% to 3%.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"We will see how that develops, because the macro environment is still got a mixed outlook at this stage.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,But there is the other side where digital or discretionary is still a bit slower.,ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the pricing, if you look at the Project Maximus, one of the pillars that Salil had explained in the earlier calls is the value-based selling.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"On the pricing, if you look at the Project Maximus, one of the pillars that Salil had explained in the earlier calls is the value-based selling.",pricing,1.0,keyword,management,it_services
Infosys,2024-04-23,External Document © 2024 Infosys Limited 6 One of the things that has helped move in this direction is the onsite inflation.,cost,1.0,keyword,management,it_services
Infosys,2024-04-23,"After many years, you are seeing an increase in onsite inflation, and the clients are therefore more amenable to having a pricing discussion.",cost,1.0,keyword,management,it_services
Infosys,2024-04-23,"After many years, you are seeing an increase in onsite inflation, and the clients are therefore more amenable to having a pricing discussion.",pricing,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, as I said earlier, our hiring model has changed significantly in the last few quarters, the last few years.",attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,We are now on a more agile model of campus hiring.,attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,"We do more than half the campus hiring at times from off-campuses, right, or fresher hiring off-campuses.",attrition,2.0,keyword,management,it_services
Infosys,2024-04-23,"We do more than half the campus hiring at times from off-campuses, right, or fresher hiring off-campuses.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"At this point in time, we are at 82% utilization.",headcount,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, we have not decided on the campus hiring numbers at this point.",attrition,1.0,keyword,management,it_services
Infosys,2024-04-23,"Others, we have seen -- for example, we commented in the last couple of quarters on telco and hi-tech, also on financial services, where there were places where there was concerns of slowness.",geography_vertical,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, Project Maximus (Editor comment - wrong reference, intent was to refer to the cybersecurity incident), last time the impact was about $30 mn.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"That is on the cost of all the expenses around the e-discovery, etc.",cost,1.0,keyword,management,it_services
Infosys,2024-04-23,"Secondly, your competitors like Accenture, TCS, etc. have sort of quantified their Gen AI revenues.",ai_adoption,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, on the first one, I think the discretionary work or the digital transformation work, as you mentioned, we said the outlook remains similar from where we are ending the year.",guidance,1.0,keyword,management,it_services
Infosys,2024-04-23,"So, on the first one, I think the discretionary work or the digital transformation work, as you mentioned, we said the outlook remains similar from where we are ending the year.",ai_adoption,1.0,keyword,management,it_services
